text,cleaned,length,Model Prediction NLTK,Model Prediction Text Blob,Manual Review,Reviewed (2 is not sure),Final
"If you're thinking about coming here, try something other than the chicken.",think come try something chicken,5,0,0,0,,0
"Apparetly to this place, a bigger party is more important that a couple, which doesn't help their creadbility.",apparetly place big party important couple not help creadbility,9,1,1,1,,1
"So the place is a little divey, but they cleaned it up recently when they remodeled the restaurant.",place little divey clean recently remodel restaurant,7,1,1,1,,1
"I would try it again, maybe out on the patio this time if I were in the area.",would try maybe patio time area,6,0,1,TO REVIEW,,
Little gem for the downtown lunch crowd!,little gem downtown lunch crowd,5,0,0,0,,0
"The service was only okay, with so few people in the restaurant I would have expected top notch service.",service okay people restaurant would expect top notch service,9,1,1,1,,1
Came here on the recommendation of Yelpers and it was a great place to grab dinner!,come recommendation yelpers great place grab dinner,7,1,1,1,,1
Usually asking questions right after you've taken a bite and your mouth is full.,usually ask question right take bite mouth full,8,0,1,TO REVIEW,,
"I won't say this is the best Thai I have had, BUT I had to stop and write today for 2 reasons.",wo not say best thai stop write today reason,9,0,1,TO REVIEW,,
They just called security and refused to help in any other way.,call security refuse help way,5,1,1,1,,1
"After a couple of drinks for the both of us, we headed next door to the Red Hookah.",couple drink u head next door red hookah,8,0,1,TO REVIEW,,
more tender but not as fatty as actual wagyu...,tender not fatty actual wagyu,5,0,1,TO REVIEW,,
"Once our meal was delivered (not by our own server), we never saw her again until after my husband had finished his meal.",meal deliver not server never saw husband finish meal,9,0,1,TO REVIEW,,
Definitely something that you need to share.,definitely something need share,4,1,1,1,,1
"It had a light breading on the outside, but that couldn't save it from the lack of flavor.",light breading outside could not save lack flavor,8,0,1,TO REVIEW,,
This is the best restaurant to open off Strip in years.,best restaurant open strip year,5,1,1,1,,1
Our waiter was wonderful at providing great advice on the menu.,waiter wonderful provide great advice menu,6,1,1,1,,1
"The spinach was very fresh, but would have been better plain than with that stuff.",spinach fresh would well plain stuff,6,1,1,1,,1
"There are three hostesses, all gorgeous and perfect 10s.",three hostess gorgeous perfect,4,1,1,1,,1
"The prime rib was great, of course not dry.",prime rib great course not dry,6,1,1,1,,1
Too salty and/or soggy sandwiches.,salty andor soggy sandwich,4,0,1,TO REVIEW,,
"While our waitress was nice, she just wasn't very good.",waitress nice not good,4,1,1,1,,1
We ordered various burgers off the menu (nothing custom) and a couple side orders of fries.,order various burger menu nothing custom couple side order fry,10,0,1,TO REVIEW,,
"The burger was ok, on par with the burgers my dad sometimes makes at home.",burger ok par burger dad sometimes make home,8,1,1,1,,1
"Whoever was on mgmt that night, was not running a tight ship.",whoever mgmt night not run tight ship,7,0,0,0,,0
The price wasn't bad either for food and a few beers.,price not bad either food beer,6,1,1,1,,1
"I guess I'm spoiled by the soft pretzels at Beaver Street in Flagstaff, because I was really disappointed.",guess spoil soft pretzel beaver street flagstaff really disappointed,9,0,0,0,,0
"$500 per couple, including gratuity.",per couple include gratuity,4,0,1,TO REVIEW,,
Everything seems to be ordered in multiples of 3 or 2.,everything seem order multiple,4,0,1,TO REVIEW,,
"Second of all, you had like 3 entrees for 10 of us.",second like entree u,4,1,1,1,,1
"service was great and food was great, as always.",service great food great always,5,1,1,1,,1
We got the run around for a while and ended up getting a very vague response that didn't answer our question.,get run around end get vague response not answer question,10,0,0,0,,0
We will not be going back to Sammy's.,not go back sammy,4,0,1,TO REVIEW,,
Since they recently opened I am not too critical and will go back in a few weeks to try the pizza.,since recently open not critical go back week try pizza,10,1,1,1,,1
"After enjoying a drink outside, head back in to the five star restaurant for some fantastic dining.",enjoy drink outside head back five star restaurant fantastic din,10,1,1,1,,1
"And both visits were terrible, in every way.",visit terrible every way,4,0,0,0,,0
Bonus - The warm towels they give you after your meal smell AMAZING.,bonus warm towel give meal smell amaze,7,1,1,1,,1
The age group ranged from low 20's to mid 70's and everyone was disappointed.,age group range low mid everyone disappointed,7,0,0,0,,0
"Seriously, don't think about skipping it, you'll hate yourself.",seriously not think skip hate,5,1,0,TO REVIEW,,
"When we walked in, we were promptly greeted and pointed in a general direction of several tables.",walk promptly greet point general direction several table,8,1,1,1,,1
I love the location and neighborhood vibe.,love location neighborhood vibe,4,1,1,1,,1
The teppanyaki menu consists of pretty much the same standard items you would expect to see.,teppanyaki menu consists pretty much standard item would expect see,10,1,1,1,,1
Choice of Salad or soup and I went with an onion soup with Gruyere cheese that was very good.,choice salad soup go onion soup gruyere cheese good,9,1,1,1,,1
It's located in downtown Phoenix which is very close to US Airway center and the Chase ballpark.,locate downtown phoenix close u airway center chase ballpark,9,0,0,0,,0
"Lime, strawberry, and orange flavors layered.....pretty great idea.",lime strawberry orange flavor layer pretty great idea,8,1,1,1,,1
"Clean restaurant, clean bathrooms.",clean restaurant clean bathroom,4,1,1,1,,1
"This review is based on JUST the Superstition Springs location:
My favorite kind of pizza is from BJ's.",review base superstition spring location favorite kind pizza bj,9,1,1,1,,1
"So, I was really happy to find out they now have a restaurant!",really happy find restaurant,4,1,1,1,,1
Seco de chivo (goat stew) was tasty.,seco de chivo goat stew tasty,6,0,1,TO REVIEW,,
"The sushi is always fresh, the beer always cold and the sake always tasty.",sushi always fresh beer always cold sake always tasty,9,1,0,TO REVIEW,,
I will never come to this restaurant again and believe what comes around goes around.,never come restaurant believe come around go around,8,0,1,TO REVIEW,,
They are very friendly and accommodated a large group of us for a birthday happy hour in the middle of the week.,friendly accommodate large group u birthday happy hour middle week,10,1,1,1,,1
The chicken was a half chicken served with a tasty gravy of bacon deliciousness.,chicken half chicken serve tasty gravy bacon deliciousness,8,1,0,TO REVIEW,,
In fact you can watch them make your sandwich and roll it out on the grilling rack.,fact watch make sandwich roll grill rack,7,0,1,TO REVIEW,,
Nothing that makes it memorable by any means.,nothing make memorable mean,4,0,1,TO REVIEW,,
"I ordered a mushroom and cheese omelette, bacon and a biscuit.",order mushroom cheese omelette bacon biscuit,6,0,1,TO REVIEW,,
"The pork was pretty good, and the sandwich was overall very satisfying.",pork pretty good sandwich overall satisfy,6,1,1,1,,1
We had to ask our server three times to turn it down.,ask server three time turn,5,0,1,TO REVIEW,,
I didn't finish it because I was scared I would get sick.,not finish scar would get sick,6,0,0,0,,0
Quick tips first though!,quick tip first though,4,0,1,TO REVIEW,,
Went inside - sat down - ordered salad rolls......it just felt right.,go inside sat order salad roll felt right,8,0,1,TO REVIEW,,
She apologized and took it away immediately.,apologize take away immediately,4,1,1,1,,1
"In any event, the steak itself fell way below expectations.",event steak fell way expectation,5,0,1,TO REVIEW,,
Our server treated us like old friends with some great info on the cocktails and dishes.,server treat u like old friend great info cocktail dish,10,1,1,1,,1
While I've never done charascuria in Brazil or Glasgow for that matter..,never do charascuria brazil glasgow matter,6,1,1,1,,1
"Check it out for some sports, games and beers!",check sport game beer,4,0,0,0,,0
Go hungry because the burger is pretty filling.,go hungry burger pretty fill,5,1,1,1,,1
"The cons:
- The customer service was laughable.",con customer service laughable,4,1,0,TO REVIEW,,
"Everything was fine here and the staff was nice, so there's nothing really bad to say about it.",everything fine staff nice nothing really bad say,8,1,1,1,,1
"As Phoenicians know, the local tap water here... yeah, not so much.",phoenician know local tap water yeah not much,8,1,0,TO REVIEW,,
I may not ever eat shrimp again because of this place.,may not ever eat shrimp place,6,0,1,TO REVIEW,,
"No coupon, no offer of any compensation whatsoever.",coupon offer compensation whatsoever,4,0,1,TO REVIEW,,
These were pretty tast but our order was cold.,pretty tast order cold,4,1,0,TO REVIEW,,
I can't believe the good reviews.,can not believe good review,5,0,1,TO REVIEW,,
i also had tried their sticky mango rice dessert.,also try sticky mango rice dessert,6,0,1,TO REVIEW,,
"This time, I ordered at the counter, the good was delivered to the table.",time order counter good deliver table,6,1,1,1,,1
this place is great for group dining since there's hella seating available.,place great group din since hella seat available,8,1,1,1,,1
I had the stir fry veggies and rice.,stir fry veggie rice,4,0,1,TO REVIEW,,
"WHO KILLED THE CHICKEN

Our first visit and we ordered ""The Favorites""  Furikake and Mochiko style.",kill chickenour first visit order favorite furikake mochiko style,9,0,1,TO REVIEW,,
"I could go on and on describing how good it all was, but I would run out of room.",could go describe good would run room,7,1,1,1,,1
"My plates were always cleared and at one point as I was walking back to the table, she welcomed me back.",plate always clear one point walk back table welcome back,10,1,1,1,,1
I promise you will make less money because of your behavior towards my wife.,promise make less money behavior towards wife,7,1,0,TO REVIEW,,
